days_to_event,event_count,vol_q5,vol_q10,vol_q25,vol_q50,vol_q75,vol_q90,vol_q95
-60,0,,,,,,,
-59,0,,,,,,,
-58,273,5.517078345574459,7.410418183113175,11.352127108167878,21.306139320862425,39.14301104973914,66.95282170979405,86.28290180280167
-57,458,5.469915636538873,7.73482639867123,13.158323972332353,23.418777437237882,40.780737420511436,68.36947319941369,100.0594953236724
-56,834,6.1503740629183135,8.297702171328591,13.68422260943964,23.533744006828087,40.9549568917358,67.83944310356077,93.31945406148188
-55,901,6.92718432193052,9.216053185067889,14.336178575547951,24.381460021499944,41.57341331668594,63.389460673522066,92.19197878559717
-54,902,7.603824316017398,9.750642581035143,14.883013993236304,25.64035419676256,42.67675982518802,61.63731724659794,91.16137806040442
-53,902,7.966798190760561,10.354892329950918,15.546169048962062,26.195557374614364,42.394357429876564,64.98671721868598,94.2823501207894
-52,902,8.27294972894797,10.744852625888687,16.133194698718672,26.202863312208727,43.21236504850354,68.61947730937959,94.2823501207894
-51,902,9.039814261029854,10.937009886025978,16.708518850687305,27.24828861635379,43.85989434926459,70.22187131149958,93.17490305741119
-50,902,9.202220650547476,11.313790418375556,16.981604531288408,27.651982247457532,44.798304963891745,70.35479251157828,93.22117212069573
-49,903,9.274996069235034,11.819527001814592,17.257846731926534,27.88798369100929,44.20362867755702,71.37659649220808,93.61826352016881
-48,904,9.092094796888759,11.456908694810545,17.179083272535127,27.596869513427016,46.06189003546328,71.6727621889349,90.90102993691626
-47,904,8.941913295698615,11.389189603040736,17.308712086745437,27.528007509053687,45.421158855027095,70.40117754913568,89.19893870163568
-46,903,9.265351995758952,11.443645264338048,17.129363612528625,27.060565094986472,45.1753144699243,70.18185551185692,89.11390955755508
-45,902,9.20808974527652,11.275961811467608,16.228965832723105,27.12704820028042,45.461785601329794,70.18697555685652,92.02800460462335
-44,901,8.904527359719888,11.1772994198062,16.008240983943235,27.025594537771042,45.87750747980975,69.69358491909425,92.03940024837189
-43,901,8.932075306444746,11.208522696591197,16.041174242866386,27.803864739906214,46.331105466630085,69.60830164369764,91.43637092929706
-42,901,9.434111116316153,11.385072709253992,16.36777845982771,27.525124328874522,45.01524154161566,71.74050491904835,96.30309093658417
-41,901,9.57761480510675,11.679131217475042,16.59018348542294,27.34345037013435,45.55942699771365,70.527258930147,93.568342920242
-40,900,9.10773772478984,11.230498766234419,16.737050679787114,27.117304321612906,44.12921207484141,71.7095945117569,95.03345690204902
-39,899,9.149419262017394,11.454943862247307,16.248955859892924,25.986488222151145,43.19826860276194,73.17074973015671,90.12307052688871
-38,898,9.038265265382899,11.45196008373565,16.35804515963042,25.584858350562552,42.90169951219535,73.4732663571679,92.57084812065212
-37,899,8.935700083848731,11.417325256439305,16.36331265907856,25.18718652003435,42.53531316713935,73.27160409459977,93.51053863988564
-36,899,9.339828785234111,11.349856877434185,16.401903372839936,26.178100471959393,42.951775859408855,71.86889607390741,89.45560753929378
-35,900,9.769287631157905,11.493628073508035,16.66744512515121,26.078595297569827,43.61835409691616,73.45221267089904,91.03171128413524
-34,900,9.59872809152018,11.559064532644555,16.776443838701915,25.996219458296633,43.92806502257201,72.27252762399218,91.14069538765173
-33,900,9.25525197282102,11.361133548788866,16.726024252639903,26.063964678121245,43.71488585102069,72.70828999999159,92.52475333825605
-32,900,9.254726000671438,11.36589632881991,17.01200879473729,26.161612327636615,43.57479724186341,72.27434683091712,93.79951016652372
-31,900,9.283685495803999,11.654461174054907,17.27087517880629,26.310445513673116,43.261038860442824,71.5848260217417,94.84476407562869
-30,900,9.063113547570707,11.50578279209612,16.661943357070687,26.384768746618363,43.7838310815844,70.96445791570301,93.08165010298954
-29,900,9.36418019210072,11.296469975711661,16.966280391695605,26.323966198746596,44.060772566432775,71.94540526385182,94.69233515158203
-28,901,8.741592712715459,11.117346140154133,16.66981579382328,26.261222209181362,44.498512868971254,70.85854363871726,92.25135967583351
-27,901,8.796734151376864,10.966347972319682,16.59908942909219,26.166776842400747,45.53179437091185,72.08654449645925,95.80125515931407
-26,900,8.786339178307921,10.978753368071818,16.68262387894028,25.607383457418315,45.184929455140455,72.73700288960319,93.71156497090868
-25,898,8.69824545942968,11.149206557564721,16.26579331322428,25.361212530707697,44.70583969153094,73.86590809868217,93.25377187716082
-24,898,8.689261278112895,10.6485796941043,15.914888767702111,25.577719426130244,45.08400936618439,71.95101909728596,91.87472417126386
-23,896,8.885962126879226,10.933919405267353,16.334942773868367,25.804999670643134,45.14636208781819,71.84259908595578,94.17399227355209
-22,898,9.054726047027405,10.944023373720762,16.155100608736724,25.750119804640576,44.410913439039795,73.26160932081545,96.58092696800627
-21,899,8.883604504562172,11.466944112513216,16.419741310623493,25.583955291940295,44.57058232430427,71.35655028941862,91.26836097956624
-20,899,9.258581100590176,11.443253539237869,16.183462224139717,25.545222062452304,44.65460928870346,72.14586650403865,91.39158520430833
-19,898,9.29711609230692,11.268752493905026,16.02328766067027,25.47207375787697,43.6686609639039,72.63262330451644,91.75355370929738
-18,897,9.314543699599572,11.383364687783057,16.01622353100131,24.87077372982192,43.25949195041477,71.22589919743486,94.17675979399128
-17,897,8.967709915356176,11.263730465054719,16.327612246743247,24.91501962311088,43.86032564858588,70.27878977139038,92.20544922810174
-16,897,9.245252810350031,11.550601273595744,16.58287825439239,25.08271680021923,44.96885528763213,69.67585053120784,90.94123187458362
-15,897,9.436351595950079,11.770541464647984,16.672497234547677,25.557664796612382,44.20482319611742,69.62536870258201,88.72989247095973
-14,897,9.536003247891255,11.852873136928256,16.895949144395527,25.512677425154735,44.32763834178402,67.76181401401693,87.31676148004941
-13,897,9.559856024655915,12.275705482018466,16.947641196048494,25.934053500368975,45.49125167677847,69.60528992074076,88.28215211989625
-12,897,9.285892509880197,11.987032558873752,16.955569966533123,25.99275051201777,45.28888964017555,70.84560917047033,92.60123110942061
-11,897,9.573932054843045,12.065066058174473,16.786544901497745,25.829010119534203,46.30648080625433,73.01738032122107,95.66255856010639
-10,896,9.752236027699796,12.40864832520279,16.85916749310504,26.03583229224797,45.92175630012488,72.30331730793776,91.52693691368944
-9,895,9.338388169348098,12.042579556245526,17.14309419431794,25.382217540534164,47.13498946958085,73.11463665023147,94.08480567446878
-8,895,9.74755766366918,12.105807954132962,16.86495376056785,26.25943174328036,46.92985320262905,72.40384882507138,94.66327455410399
-7,896,9.871158555959362,12.585021355698588,16.93927286637712,26.174569278708873,47.50495950989547,72.63616835526864,95.66578813593381
-6,896,10.06804963088457,12.056839515420837,17.598760833238458,26.74011985673293,47.068585039194566,74.02708058837605,98.96995861431157
-5,896,9.854725475245722,11.905915425871894,17.168613744524976,27.105092672116026,46.81358700811779,75.44855993325064,96.53061908672608
-4,895,9.947415658165156,12.048077876266658,17.27371856942068,27.051464605081925,47.001561643213336,76.86219669990561,95.2260102649592
-3,895,9.871235016988994,11.917377786817134,17.092566958863998,27.500260411130657,48.275737403253444,78.59214889413369,97.9114531090266
-2,895,10.321976173807798,12.130237729845472,17.1107250325634,27.826464683822127,47.67328613595838,76.23513051672593,96.70799559164396
-1,895,10.311635274926179,12.37787819542338,17.433194411072876,27.92647019585541,47.95693046663996,75.395537367609,101.66576294057772
0,895,9.917590599360466,12.354992539292107,17.8050418380549,28.945551721464906,49.444965732213944,78.56432132905634,107.59679876485073
1,895,9.831643358677765,12.326556325255318,18.1002634622832,29.84025877099594,54.81426863193663,93.56930422060422,133.42414854773548
2,895,9.483728665205096,11.838549902966518,17.811982181049807,29.88200104444145,53.96504648838862,98.86022873815159,134.67582988638247
3,894,9.440490599681281,11.587228635076837,17.588989643332326,30.265740744034943,54.83451524057452,104.77617751055234,147.28488192835306
4,893,8.80917161940023,11.615877671965123,17.71720342672624,30.996578833155127,55.23010994190578,109.22655202504109,157.28410857464547
5,893,8.86186242591156,11.267859873319747,17.274083226614373,29.82592570700866,54.498014413325194,111.23236812491047,157.41943131063175
6,894,9.040700930384821,11.091904007113952,17.535151602705966,29.68995220501942,54.808679343343414,109.77514283622781,161.00235867630064
7,894,9.394022476043505,11.800902731476723,17.367521624434996,29.537364113710147,53.98447439156281,110.03561372286,157.42798821994185
8,894,9.41650609686272,11.820815332843347,17.214609032061098,29.07509275108005,54.800306619338336,106.07993737316674,148.51822541420785
9,895,9.196021477475243,11.478061869719683,17.294402240128193,28.381134243719014,53.45513027203663,108.41570623814326,147.17676956006358
10,894,9.155262671584284,11.127730657190982,16.666831923272905,28.306494695793262,53.636683812244065,108.04401326234033,151.949064657248
11,892,9.128081234362982,11.351259450309122,16.422803448529734,28.034219191578146,51.067170919937574,103.69900196555663,141.30781634550826
12,892,9.080202157756892,10.993805965833607,16.17515143369643,27.039123413997608,48.115059258137556,86.36915551928746,122.03059321852768
13,892,8.958093317514187,11.298622555704213,16.230683658588962,26.425860566295587,46.54234271902311,84.45149000748864,114.71259136719563
14,893,9.316336158319826,11.755395457169259,16.569302886965403,26.39286884737997,46.3841313455367,77.8629214138816,101.13968603528015
15,894,9.421489001604472,11.602505012129884,16.61489053361373,26.73770866105543,45.6577081276177,77.92650115822636,99.38428701991492
16,894,9.702044126509643,11.67709080401007,16.624830472614978,25.912373340181027,45.23608439837093,74.5740961716211,97.0342919987276
17,893,9.25232097632845,11.322852650898378,16.415130898046474,25.987257697186905,45.30727176999295,73.27653244349922,97.43654846838021
18,892,8.952378131541549,11.258231687281928,16.437462546750485,26.086511646930404,44.23678955506478,72.14451680016627,93.90116067273091
19,892,9.051572129382537,11.306700658868893,16.51506179185357,25.764370309751925,44.41953047063942,71.25748165804762,90.82900047190975
20,893,9.49705483531365,11.620969160250912,16.554193806857523,26.12634651381628,43.652131252208065,70.31493467935407,89.74726602460467
21,894,9.322640267880127,11.710162736825039,16.07527691043177,25.796410725970492,43.926937485608214,68.84056615432478,91.37424136761531
22,895,9.674508241888788,11.552401069928687,15.882060308261586,25.379299219639616,43.431363290594135,69.43557973322363,92.20587960124163
23,894,9.23144535288038,11.69380383722108,16.10607872488735,25.374544185836967,43.102970569457774,68.60556890734566,89.70189587782914
24,894,9.118028647888904,11.461776251330216,16.494956782204508,25.516240240388733,43.124960218433344,67.9819397017076,85.79927710591832
25,895,9.173565837797916,11.231656482457687,16.411625954510548,25.855996717976275,43.34612900138575,66.32331990218422,85.16629476163823
26,896,8.96734809287966,11.040653809016623,16.383400264650646,25.49596811588298,42.89268228645929,66.21094870365434,84.44364551665562
27,896,9.08592754707272,11.124495912106697,16.466908740261847,25.7597476288142,42.77009572515177,67.2130841439106,86.24526559470054
28,896,9.047692806897679,11.498168909916632,16.08586999370461,25.802163420255816,42.88473809580991,66.66770787081876,85.33343806418257
29,897,9.220235999160867,11.829076622627609,16.61918750721587,25.900538202902272,42.83070570396897,66.43326577920092,85.5638198436357
30,899,9.4444160545715,11.295650728346207,16.51117876088582,25.458295851450856,41.78060327240493,65.36425524180665,80.52654839958444
31,900,9.294040869506404,11.22888106305246,16.28497385440248,25.250035859661917,41.07583243039571,64.57785976009518,80.15021040817011
32,900,9.050043847393898,11.438596575453587,16.003131803832993,25.313002456802835,40.9489052216707,65.29191534851938,78.68131411686228
33,900,9.15796261248052,11.447673250310253,15.881754814215368,25.569299167665044,41.04750769318373,61.5218005199722,79.23300279413876
34,900,9.446810225512326,11.811580820108976,16.055966510586913,25.97238567547557,40.58171577417906,62.07163698180963,78.31502349680282
35,900,9.593846373256532,11.555051097795317,16.674535422564386,25.865968841609792,41.33959163573899,63.12194810903119,81.48668273505935
36,900,9.458308675209517,11.380357125338048,16.905967712867028,25.27742249595242,41.45417595555494,62.11556392713828,83.79130328772658
